ID,Title,Description,Views,Pages,Uploader,Upload Date,Thumbnail URL
467028463,RPP Matematika,Rencana pelaksanaan pembelajaran ini membahas tentang mengurutkan bilangan sampai 100. Guru akan mendemonstrasi dan membimbing siswa melalui permainan untuk mengurutkan bilangan dari yang terbesar ke terkecil atau sebaliknya. Penilaian dilakukan dengan tes tertulis dan pengamatan terhadap sikap siswa.,47,5,Zayn Naldo,"June 26, 2020",https://imgv2-1-f.scribdassets.com/img/document/467028463/298x396/d0bd320d96/0?v=1
536346678,RPP Matematika PBL,"RPP ini membahas pelaksanaan pembelajaran matematika tentang balok di SMP Negeri 4 Sungai Apit. Pembelajaran ini bertujuan agar siswa dapat menemukan rumus luas permukaan balok, menghitung luas permukaan balok, dan menyelesaikan masalah terkait luas permukaan balok. Metode pembelajaran yang digunakan adalah problem based learning dengan menggunakan diskusi kelompok dan presentasi hasil diskusi.",69,6,Ismael Ismael,"November 1, 2021",https://imgv2-2-f.scribdassets.com/img/document/536346678/298x396/98453cb271/0?v=1
533112141,RPP Matematika,"Rangkuman dokumen ini adalah:
Rencana Pelaksanaan Pembelajaran (RPP) merupakan pedoman bagi guru dalam melaksanakan pembelajaran untuk mencapai kompetensi dasar. RPP berisi tentang standar kompetensi, tujuan pembelajaran, materi, metode, langkah kegiatan, sumber belajar, dan penilaian.",200,367,Indriastita Tita Ndut,"October 17, 2021",https://imgv2-1-f.scribdassets.com/img/document/533112141/298x396/021f6959b4/0?v=1
550822150,Supervisi RPP Matematika,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pelajaran Matematika tentang debit untuk siswa kelas VI di SD IT Al Madinah Pontianak. Materi pembelajaran meliputi pengertian satuan volume, waktu, dan debit serta cara menghitung konversi satuan dan nilai debit. Metode pembelajaran menggunakan ceramah, diskusi, dan latihan secara individu maupun kelompok. Penilaian dilakukan untuk mengetahui penguasaan konsep dan sik",3,3,Real Madrid,"January 4, 2022",https://imgv2-1-f.scribdassets.com/img/document/550822150/298x396/710a0d4e0e/0?v=1
426329092,RPP Induksi Matematika Ketidaksamaan,Rencana pelaksanaan pembelajaran (RPP) ini membahas pembelajaran induksi matematika untuk siswa kelas XI SMA Negeri 10 Pekanbaru. Materi yang diajarkan adalah induksi matematika untuk membuktikan ketidaksamaan. Metode pembelajaran yang digunakan adalah pembelajaran berbasis masalah dan kooperatif untuk mengembangkan sikap jujur dan tanggung jawab siswa.,137,10,Fahira Arsyaf,"September 18, 2019",https://imgv2-2-f.scribdassets.com/img/document/426329092/298x396/78441d24ee/0?v=1
658742485,RPP Matematika Kelas 8,Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pembelajaran daring untuk mata pelajaran Matematika di SMP Negeri 2 Parenggean. Pembelajaran akan dilaksanakan secara online melalui media seperti WhatsApp dan menggunakan strategi discovery learning. Materi yang diajarkan adalah pola bilangan dan konfigurasi obyek untuk siswa kelas VIII.,25,14,Sdyoko Susanto,"July 13, 2023",https://imgv2-2-f.scribdassets.com/img/document/658742485/298x396/d0eeb28b63/0?v=1
815001052,RPP Matematika,rpp matematika kelas 5,0,2,sdncisaat51,"January 13, 2025",https://imgv2-1-f.scribdassets.com/img/document/815001052/298x396/40c89751af/0?v=1
538170018,Perbaikan RPP Matematika,"RPP ini membahas pelajaran matematika kelas 4 tentang operasi hitung bilangan. Materi ajar meliputi sifat komutatif, penjumlahan dan perkalian dengan nol dan satu, serta pengidentifikasian sifat penyebaran dalam perhitungan. Tujuan pembelajaran antara lain agar siswa dapat memahami jenis operasi hitung dan melakukan berbagai operasi hitung secara disiplin, tekun dan bertanggung jawab. Metode pembelajaran menggun",49,3,Irna Widiarti,"November 8, 2021",https://imgv2-2-f.scribdassets.com/img/document/538170018/298x396/61e6b1e749/0?v=1
688452799,RPP Matematika,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas pembelajaran materi bilangan berpangkat untuk siswa kelas X di SMK Tri Guna Bhakti Surabaya. RPP ini menjelaskan kompetensi dasar, tujuan pembelajaran, kegiatan pendahuluan, inti, dan penutup yang meliputi pengamatan, penanyaan, pencarian informasi, penalaran, dan komunikasi. Penilaian pembelajaran mencakup soal tertulis untuk pengetahuan dan tugas unt",3,3,SMK TRI GUNA BHAKTI SURABAYA,"November 30, 2023",https://imgv2-2-f.scribdassets.com/img/document/688452799/298x396/6dad83365e/0?v=1
433338415,RPP Matematika Abad 21,"Rencana Pelaksanaan Pembelajaran (RPP) ini membahas tentang fungsi trigonometri pada mata pelajaran matematika untuk siswa kelas XI, dengan tujuan siswa dapat menentukan nilai fungsi trigonometri dan menyelesaikan masalah yang berkaitan dengan trigonometri. Pembelajaran akan menggunakan pendekatan saintifik dengan model discovery learning dan metode diskusi serta tanya jawab.",373,6,Try Suprayo,"November 4, 2019",https://imgv2-1-f.scribdassets.com/img/document/433338415/298x396/8dde42f552/0?v=1
492365160,RPP 3 Matematika,"Rencana pelaksanaan pembelajaran (RPP) ini membahas pelajaran statistika untuk siswa kelas VIII tentang analisis data dari distribusi data, nilai rata-rata, median, modus, dan sebaran data. RPP ini menjelaskan kompetensi dasar, tujuan pembelajaran, materi pembelajaran, metode pembelajaran, dan langkah-langkahnya.",69,29,Maryati,"January 27, 2021",https://imgv2-2-f.scribdassets.com/img/document/492365160/298x396/1b7b3e832b/0?v=1
